d,_NAME_,_LABEL_,AAPL,ABT,ACN,AEP,ALL,AMGN,AMZN,APA,APC,AXP,BA,BAC,BAX,BHI,BK,BMY,C,CAT,CL,CMCSA,COF,COP,COST,CSCO,CVS,CVX,DD,DELL,DIS,DOW,DVN,EBAY,EMC,EMR,EXC,F,FCX,FDX,GD,GE,GILD,GOOG,GS,HAL,HD,HNZ,HON,HPQ,IBM,INTC,JNJ,JPM,KO,LLY,LMT,LOW,MCD,MDT,MET,MMM,MO,MON,MRK,MS,MSFT,NKE,NOV,NSC,ORCL,OXY,PEP,PFE,PG,QCOM,RTN,SBUX,SLB,SO,SPG,T,TGT,TWX,TXN,UNH,UNP,UPS,USB,UTX,VZ,WAG,WFC,WMB,WMT,XOM
27,RET,Returns,0.147816,0.029879,-0.002270,0.017351,0.015504,-0.082162,0.105941,0.053265,-0.009727,0.033570,-0.101703,-0.029945,-0.016647,0.017982,-0.048780,-0.057939,-0.096584,0.082400,0.023919,-0.007037,0.069303,-0.078588,0.049257,-0.012300,0.003219,-0.015001,0.007324,0.001000,-0.031780,-0.011144,0.017231,0.132018,-0.077220,0.009812,0.085772,-0.124043,-0.046004,0.052650,0.018571,0.116777,0.088969,-0.065177,-0.024996,0.026893,0.061959,0.073453,-0.019465,-0.042495,0.011242,0.060596,0.046966,0.056581,0.047725,0.031387,-0.037791,-0.042970,0.030678,-0.020057,0.034329,0.009566,0.005332,-0.036134,-0.134763,0.084995,0.043386,0.133389,-0.062921,0.027037,0.040426,-0.051053,0.043344,-0.060592,0.058779,-0.032788,0.000771,-0.026588,0.006362,0.031277,0.108711,0.099627,-0.036685,-0.101858,-0.056409,-0.260112,0.008496,0.039579,0.023891,-0.023968,0.003579,0.043276,-0.004447,-0.081621,0.067100,-0.027928
28,RET,Returns,0.212195,-0.036990,0.067671,0.072063,0.047857,0.002154,0.102805,0.115958,0.056005,0.102470,0.141051,-0.009760,0.077828,0.180730,0.048886,0.046009,0.179739,0.050453,-0.087409,0.062565,0.076798,0.130429,0.096660,0.064342,-0.001975,0.126406,0.045980,-0.064759,0.033461,0.089552,0.086936,0.048593,0.073919,0.015546,0.051803,0.444056,0.186734,0.034531,0.088761,-0.116455,0.004463,0.303812,0.159199,0.167302,0.029675,0.001277,0.052818,0.015112,0.048289,0.050991,0.034222,0.118277,-0.032857,-0.066873,0.067875,0.101569,0.068316,0.008993,0.009791,-0.028427,-0.099099,0.024170,0.002372,0.069365,0.004933,-0.017647,0.172491,0.102172,0.065951,0.137215,-0.050831,-0.039178,-0.037391,0.053415,-0.009906,-0.072571,0.155747,0.045493,0.074804,0.021149,0.048343,0.059201,0.035019,-0.050349,0.158000,-0.008354,0.047281,0.053037,0.071672,-0.085062,0.022337,0.076410,0.100607,0.100378
29,RET,Returns,0.085082,0.068246,0.087084,-0.042348,0.019658,0.051588,0.038026,-0.004603,0.126352,-0.034777,-0.019915,-0.094033,-0.019576,0.097305,0.022973,0.037324,-0.121092,0.009282,0.051768,0.094891,-0.085000,0.086129,0.003228,0.042122,0.059946,0.037962,-0.012063,0.237789,0.036078,0.006227,0.022399,-0.040908,0.132468,0.119020,0.035330,-0.176755,0.017231,-0.043392,0.019133,-0.060551,0.068779,0.020042,-0.078173,0.060118,-0.050000,0.061238,0.008333,0.015318,0.076471,0.047619,0.001640,-0.097587,-0.027348,0.009763,0.036024,-0.047241,-0.004364,0.040879,-0.013476,0.015084,0.113000,0.117348,0.024185,-0.089918,-0.003156,0.023503,0.217239,0.130916,0.095444,0.104795,-0.003356,-0.021382,-0.014914,0.127576,-0.001720,0.120764,0.005768,-0.016385,0.004006,0.030741,0.006964,0.073569,0.113855,0.048422,0.133825,-0.012982,-0.020655,-0.015317,-0.000260,0.036298,-0.062857,0.071549,-0.000043,-0.042011
30,RET,Returns,-0.112901,-0.059982,-0.002450,-0.049610,-0.105025,0.071088,-0.101568,0.036849,-0.000534,-0.187271,-0.205992,-0.279330,0.050041,-0.014444,-0.150460,-0.099166,-0.234354,-0.106728,-0.070737,-0.156889,-0.210100,0.013856,-0.016545,-0.129491,-0.075251,-0.000202,-0.104780,-0.051171,-0.071429,-0.125495,0.037778,-0.089304,-0.157684,-0.150052,0.022273,-0.292647,0.012791,-0.139679,-0.086272,-0.121094,-0.042842,-0.101366,-0.008560,0.092425,-0.135782,-0.032959,-0.156659,-0.058861,-0.084215,-0.073339,-0.035960,-0.202093,-0.085575,-0.041130,-0.098501,-0.135417,-0.045937,0.021314,-0.120940,-0.102759,-0.063342,-0.007535,-0.022844,-0.184490,-0.028602,-0.124762,0.064810,-0.069902,-0.080560,-0.019036,-0.062738,-0.097624,-0.079334,-0.085909,-0.118697,-0.134689,0.064373,-0.035359,-0.095310,-0.155639,-0.128748,-0.068010,-0.133005,-0.232680,-0.080063,-0.134469,-0.146882,-0.131475,-0.079802,-0.097446,-0.138556,0.062566,-0.026671,-0.007098
31,RET,Returns,-0.050705,0.070417,0.025540,-0.018146,0.013819,0.328032,0.041047,-0.191942,-0.226216,-0.009822,-0.070146,0.378299,0.073037,-0.049004,-0.055247,0.043838,0.134248,-0.052560,0.080608,0.090274,0.101289,-0.130310,-0.106359,-0.054600,-0.075840,-0.146979,0.021450,0.122943,-0.027244,-0.045832,-0.210303,-0.079034,0.021784,-0.015167,-0.126056,-0.002079,-0.170684,0.000635,0.062827,0.059948,0.019452,-0.100053,0.054260,-0.155455,0.017506,0.052874,0.011138,0.013345,0.079727,0.033054,0.064190,0.195278,-0.009234,0.020581,0.057470,-0.016627,0.063501,0.024493,-0.037900,0.011496,-0.010214,-0.056074,-0.127089,0.102024,-0.065067,-0.015601,-0.113729,0.152705,0.025238,-0.122746,0.046705,0.068689,0.083374,0.247239,0.016525,-0.066709,-0.054268,0.025487,0.030482,-0.073612,-0.027103,-0.032432,-0.130682,0.069714,0.091921,0.026192,0.097526,0.036953,-0.026271,0.056290,0.274526,-0.204912,0.043060,-0.087371
32,RET,Returns,0.066562,0.019347,-0.009578,-0.001266,-0.014712,0.003513,0.058554,0.019702,0.065964,0.068966,0.079365,-0.053496,-0.012389,-0.034978,-0.025070,0.010417,0.016051,0.017405,0.023697,0.027158,0.063426,0.010904,0.072431,0.093679,0.002740,0.028500,0.023739,-0.115588,0.065898,0.024617,0.075456,-0.009535,0.017988,-0.032854,-0.027474,-0.070833,-0.076796,0.050482,0.035450,-0.006716,-0.024083,-0.022079,-0.109052,-0.017626,0.138061,-0.001191,-0.007770,0.047321,-0.044929,0.036954,0.035344,-0.052670,0.011068,0.000212,0.120100,0.212598,0.043235,0.033504,0.067560,0.024293,0.033415,-0.040803,0.084194,0.034195,0.065319,0.032890,-0.062317,0.022386,0.018579,0.006723,0.028846,0.040707,0.065516,-0.045717,0.053750,0.059224,-0.070571,0.059904,0.034006,0.038299,0.175768,0.147521,0.005332,0.084402,0.020985,0.023621,0.040836,0.030166,0.031727,0.064138,0.011232,-0.032761,0.011728,-0.000249
33,RET,Returns,-0.329558,0.002612,-0.081238,-0.051486,0.021937,-0.056961,-0.099616,-0.088302,-0.212700,-0.107107,-0.125229,0.144509,-0.028225,-0.243345,-0.058654,-0.022962,0.080042,-0.157359,-0.008944,-0.073182,0.155415,-0.112229,-0.031763,-0.061954,-0.080328,-0.044486,-0.093159,-0.241601,-0.051314,-0.056549,-0.104753,-0.102286,-0.217277,-0.128419,-0.175619,0.165919,-0.363524,-0.044313,-0.202384,-0.081495,-0.133827,-0.135488,-0.219369,-0.262858,-0.037058,0.001292,-0.171816,-0.012788,-0.039185,-0.181023,-0.016328,0.213302,0.022854,-0.056163,-0.058142,-0.038555,-0.004839,-0.082418,0.033210,-0.045950,-0.041369,-0.133654,-0.104570,-0.436689,-0.021986,0.107573,-0.318731,-0.099551,-0.073871,-0.108241,0.046948,-0.035060,-0.001147,-0.183856,-0.108018,-0.044345,-0.171195,0.004799,0.022344,-0.127227,-0.074877,-0.199145,-0.122807,-0.166174,-0.151847,-0.019183,0.143911,-0.084312,-0.086276,-0.150151,0.239841,-0.234380,0.013882,-0.029371
34,RET,Returns,-0.053405,-0.035950,-0.117105,-0.118823,-0.427797,0.010461,-0.213304,-0.209053,-0.272315,-0.218741,-0.085963,-0.309429,-0.078318,-0.420218,0.019951,0.000480,-0.326670,-0.352013,-0.161778,-0.193963,-0.232941,-0.283550,-0.121978,-0.212323,-0.087374,-0.095538,-0.204963,-0.259709,-0.155751,-0.160478,-0.113377,-0.317694,-0.015050,-0.197597,-0.133823,-0.578846,-0.480035,-0.172950,-0.175903,-0.234902,0.004821,-0.102766,-0.274609,-0.389009,-0.088837,-0.123074,-0.267148,-0.172145,-0.205113,-0.144100,-0.114607,-0.108565,-0.166793,-0.231887,-0.224492,-0.080414,-0.061102,-0.191267,-0.406786,-0.058703,-0.032762,-0.098606,-0.019328,-0.228696,-0.163357,-0.138565,-0.404937,-0.094699,-0.099458,-0.211639,-0.200084,-0.039588,-0.068159,-0.109611,-0.039619,-0.117014,-0.338584,-0.077739,-0.308969,-0.026862,-0.182059,-0.230358,-0.085116,-0.065380,-0.061692,-0.160757,-0.172404,-0.084915,-0.061078,-0.177649,-0.092726,-0.113319,-0.068125,-0.045583
35,RET,Returns,-0.138675,-0.050045,-0.062632,-0.028501,-0.020462,-0.072633,-0.254018,-0.061096,0.162890,-0.152364,-0.179130,-0.327679,-0.125475,-0.003433,-0.084268,0.007299,-0.392674,0.073037,0.036807,0.100254,-0.110813,0.009806,-0.094369,-0.069218,-0.056117,0.067828,-0.205056,-0.084426,-0.130837,-0.304723,-0.105367,-0.140144,-0.102716,0.106630,0.045999,0.228310,-0.174467,0.080771,-0.143402,-0.119939,-0.023119,-0.184773,-0.146054,-0.110662,-0.020348,-0.113647,-0.076026,-0.078370,-0.116919,-0.130435,-0.037496,-0.232485,0.072401,0.023655,-0.086655,-0.047926,0.022786,-0.243243,-0.111981,0.048678,-0.162064,-0.109912,-0.136672,-0.155695,-0.088670,-0.076002,-0.053530,-0.169336,-0.120284,-0.025207,-0.005438,-0.054207,-0.002944,-0.122582,-0.045197,-0.319878,-0.017619,0.057659,-0.277935,0.066866,-0.154536,-0.096878,-0.203988,-0.114623,-0.246518,0.099848,-0.094935,-0.109989,0.100438,-0.023861,-0.141557,-0.226514,0.001254,0.086751
36,RET,Returns,-0.078990,0.018706,0.058425,0.063599,0.287736,0.039791,0.200937,-0.035834,-0.058709,-0.204204,0.000938,-0.113846,0.017958,-0.079242,-0.062231,0.138164,-0.190591,0.089778,0.053327,-0.026528,-0.073235,-0.013709,0.020012,-0.014510,-0.006568,-0.063789,0.009577,-0.083259,0.023091,-0.163881,-0.089439,0.063214,-0.009461,0.020061,-0.010674,-0.148699,0.018758,-0.090446,0.114573,-0.038439,0.141773,0.050143,0.068363,0.038068,0.005842,-0.021241,0.178392,0.030896,0.031373,0.062319,0.021338,-0.004106,-0.034137,0.179209,0.090390,0.041626,0.058553,0.035632,0.212100,-0.140296,-0.043532,-0.111742,0.151946,0.087458,-0.038576,-0.037559,-0.136091,-0.048919,0.101927,0.113964,-0.026543,0.077906,-0.039316,0.072088,0.051639,0.059350,-0.161608,0.018722,0.118526,-0.002101,0.022808,0.111602,-0.003211,0.266064,-0.044764,-0.042361,-0.057265,0.104471,0.038285,-0.002829,0.020422,-0.100493,0.007471,-0.003993
37,RET,Returns,0.056005,0.045531,-0.037511,-0.057993,-0.338523,-0.050216,0.147036,0.008319,-0.046952,-0.088410,-0.008437,-0.532670,0.094421,0.043655,-0.082951,-0.079140,-0.469449,-0.299978,-0.045229,-0.128406,-0.503293,-0.082432,-0.142286,-0.081595,-0.062065,-0.046641,-0.092490,-0.072266,-0.088585,-0.231942,-0.062548,-0.138968,0.054441,-0.106801,-0.024995,-0.183406,0.028642,-0.205924,-0.008856,-0.251235,-0.007235,0.100374,-0.043370,-0.051155,-0.064726,-0.029255,-0.000609,-0.042436,0.088997,-0.120055,-0.035768,-0.178877,-0.056329,-0.085672,-0.024263,-0.147072,-0.067053,0.065882,-0.175846,-0.065172,0.098274,0.084577,-0.060855,0.278055,-0.120370,-0.112745,0.081833,-0.184697,-0.050761,-0.090682,-0.082892,-0.176736,-0.111938,-0.035724,-0.008229,-0.002114,-0.035908,-0.084595,-0.191041,-0.121754,-0.096438,-0.072565,-0.029639,0.065038,-0.083891,-0.229695,-0.406637,-0.104664,-0.105310,0.111066,-0.358887,-0.022790,-0.159472,-0.041964
38,RET,Returns,-0.009098,-0.146104,-0.075095,-0.092185,-0.223350,-0.107931,0.101496,-0.212133,-0.048721,-0.279139,-0.246987,-0.399696,-0.131969,-0.120348,-0.138695,-0.140121,-0.577465,-0.202269,-0.074723,-0.108532,-0.215593,-0.204292,-0.056185,-0.026720,-0.042411,-0.129892,-0.165070,-0.102105,-0.189072,-0.382226,-0.291071,-0.095674,-0.048913,-0.171865,-0.119421,0.069519,0.210024,-0.151747,-0.227569,-0.272877,-0.117589,-0.001595,0.133986,-0.049275,-0.029726,-0.104932,-0.173042,-0.164604,0.009602,-0.001550,-0.125325,-0.104273,-0.043773,-0.188756,-0.223793,-0.133005,-0.090831,-0.116453,-0.357466,-0.145380,-0.066506,0.002761,-0.152364,-0.034108,-0.047953,-0.082210,0.010968,-0.164234,-0.076649,-0.049129,-0.041609,-0.133745,-0.116147,-0.027786,-0.210391,-0.030720,-0.062240,-0.093871,-0.208934,-0.034525,-0.087500,-0.175509,-0.040134,-0.306389,-0.137018,-0.020240,-0.035714,-0.141175,-0.044861,-0.125410,-0.341799,-0.201413,0.044992,-0.106956
39,RET,Returns,0.177024,0.007605,-0.058239,-0.099465,0.149733,0.012058,0.133508,0.084617,0.115308,0.130182,0.131679,0.729114,0.011196,-0.025930,0.274244,0.190657,0.686667,0.136123,-0.019940,0.044410,0.015768,0.048461,0.094001,0.150995,0.067988,0.107561,0.190298,0.111372,0.082886,0.198324,0.027021,0.155474,0.085714,0.068411,-0.038755,0.315000,0.252794,0.032169,-0.050890,0.188014,0.033929,0.029794,0.164032,-0.051502,0.138583,0.024640,0.038390,0.107131,0.052809,0.179749,0.052000,0.163238,0.085924,0.137168,0.093804,0.152146,0.044402,-0.004055,0.233478,0.093709,0.058290,0.089550,0.121074,0.165302,0.137461,0.135083,0.074074,0.063997,0.162806,0.079044,0.078209,0.106417,-0.022421,0.163925,-0.025769,0.214208,0.067262,0.010228,0.046526,0.060160,0.214765,0.063414,0.150523,0.066667,0.095682,0.195240,0.024458,0.052657,0.058535,0.088013,0.176859,0.016814,0.063617,0.002945
40,RET,Returns,0.197013,-0.114256,0.070571,0.044339,0.218277,-0.021204,0.096405,0.139179,0.107226,0.863536,0.125632,0.309384,-0.053104,0.251489,-0.094867,-0.109945,0.205534,0.287554,0.007799,0.138380,0.367647,0.046987,0.049223,0.152057,0.158831,-0.016954,0.249440,0.225738,0.205947,0.897983,0.160215,0.311306,0.099123,0.191043,0.016303,1.273764,0.119129,0.257811,0.251503,0.251236,-0.011226,0.137649,0.212036,0.307046,0.117148,0.041137,0.120244,0.122271,0.065229,0.049900,-0.004563,0.243416,-0.020478,-0.014666,0.137621,0.182740,-0.023456,0.092212,0.306544,0.158487,0.019351,0.024729,-0.093832,0.041136,0.102885,0.119002,0.054685,0.067259,0.073049,0.011500,-0.033411,-0.019090,0.059248,0.087638,0.169492,0.301530,0.206056,-0.042538,0.489607,0.032937,0.199767,0.131088,0.100545,0.123746,0.195330,0.063389,0.247091,0.136342,0.019868,0.210709,0.405197,0.239016,-0.032630,-0.020999
41,RET,Returns,0.079313,0.076703,0.016989,0.014026,0.111444,0.030328,-0.031421,0.156464,0.109614,-0.014671,0.130337,0.262038,0.055464,0.097808,0.090267,0.037500,0.219672,-0.003373,0.117797,-0.109314,0.462963,0.129512,0.002058,-0.042443,-0.062303,0.018457,0.035125,-0.004303,0.105936,0.105000,0.219672,0.069824,-0.062251,-0.047591,0.052135,-0.038462,0.276202,-0.009471,0.101219,0.065613,-0.058952,0.053691,0.127782,0.138477,-0.120061,0.062754,0.072172,-0.045303,0.035074,0.005070,0.062834,0.118182,0.141928,0.065006,0.072202,-0.115814,0.106962,0.073437,0.058824,0.000174,0.046540,-0.032277,0.137789,0.282572,0.037512,0.087288,0.275429,0.042601,0.012927,0.192219,0.046021,0.148952,0.050566,0.034026,-0.012823,-0.004841,0.168198,-0.016274,0.047868,-0.032397,-0.043626,0.081425,0.074197,0.130952,0.008140,-0.014329,0.053787,0.085074,-0.035597,-0.048600,0.276862,0.190071,-0.007688,0.046498
42,RET,Returns,0.048745,0.043941,0.117942,0.096811,-0.051691,0.060072,0.072702,-0.143722,-0.048137,-0.057545,-0.052397,0.172138,0.039656,-0.067076,0.055076,0.019578,-0.201613,-0.068246,0.072631,0.050109,-0.104746,-0.082461,-0.056472,0.008108,0.069463,-0.006300,-0.100105,0.186690,-0.036746,-0.078620,-0.135674,-0.027809,0.114894,0.009660,0.066653,0.055652,-0.079368,0.005412,-0.019859,-0.123145,0.086775,0.010450,0.019852,-0.097252,0.030009,-0.012575,-0.053076,0.127511,-0.017501,0.052799,0.029732,-0.075610,-0.015460,0.002025,-0.035633,0.021042,-0.016952,0.015721,-0.047302,0.052539,-0.022235,-0.091844,0.027556,-0.059697,0.137865,-0.087993,-0.154324,0.012634,0.093415,-0.014454,0.064553,-0.012508,-0.016173,0.036935,-0.004927,-0.034746,-0.050847,0.096797,-0.038152,0.002017,0.004326,0.075576,0.097938,-0.060902,0.056627,-0.022487,-0.064063,-0.012355,0.050239,-0.013092,-0.048627,-0.063171,-0.026136,0.008075
43,RET,Returns,0.147160,-0.035077,0.048117,0.071651,0.102869,0.176993,0.025102,0.165627,0.061908,0.219019,0.009647,0.120455,0.064388,0.115532,-0.064142,0.085672,0.067340,0.346247,0.030252,0.032331,0.403108,0.050404,0.081258,0.180161,0.052910,0.048604,0.207260,-0.025492,0.076725,0.311648,0.065872,0.240514,0.149618,0.122839,-0.006835,0.317957,0.203353,0.219705,0.000000,0.143345,0.044620,0.050903,0.107569,0.067150,0.097757,0.077311,0.105096,0.120310,0.129381,0.163142,0.072007,0.134565,0.038550,0.007217,-0.073032,0.161772,-0.042268,0.021066,0.131290,0.173378,0.069555,0.129944,0.073319,0.001403,-0.010517,0.093859,0.100429,0.148129,0.035481,0.084030,0.032569,0.062000,0.094912,0.022345,0.063696,0.274298,-0.011273,0.021743,0.083414,0.072464,0.105143,0.058356,0.134272,0.123299,0.104879,0.074815,0.138951,0.048306,0.058575,0.056122,0.008244,0.069186,0.029728,0.006866
44,RET,Returns,0.029500,0.005334,-0.059025,0.028424,0.099591,-0.040603,-0.053288,0.011912,0.096888,0.193788,0.167327,0.189317,0.009757,-0.149383,0.083029,0.017939,0.577287,0.028370,0.003589,0.030956,0.216287,0.030199,0.033535,-0.018628,0.120669,0.016554,0.045587,0.183109,0.036624,0.005668,0.056636,0.041882,0.055777,0.022540,-0.006193,-0.050000,0.044444,0.012824,0.068604,0.037313,-0.079093,0.042027,0.015371,0.077411,0.052043,0.001040,0.068084,0.036721,0.005681,0.062857,0.000657,0.124450,-0.021469,-0.026942,0.010567,-0.042743,0.030512,0.081310,0.112224,0.029637,0.042784,-0.001429,0.080640,0.016140,0.053571,-0.022069,0.011408,0.068439,-0.011297,0.024671,-0.001410,0.058380,-0.025221,0.008223,0.004899,0.072881,0.054393,-0.006369,0.152548,-0.006862,0.081385,0.053920,0.022453,-0.002138,0.044506,0.003350,0.108280,0.096842,-0.032117,0.095572,0.127146,-0.008388,0.025311,-0.011649
45,RET,Returns,0.101896,0.093743,0.129394,-0.013999,0.041851,0.007528,0.149895,0.080989,0.188197,0.007688,0.090195,-0.037521,0.006149,0.238316,-0.020939,0.031631,-0.032000,0.132863,0.049243,0.101828,-0.041834,0.002887,0.105924,0.089815,-0.047441,0.007006,0.006577,-0.036008,0.054531,0.231564,0.099544,0.065944,0.071698,0.087063,-0.007997,-0.051316,0.089393,0.096347,0.091401,0.188489,0.031957,0.074036,0.114167,0.143821,-0.015574,0.043377,0.010609,0.053464,0.013215,-0.036909,0.007445,0.008283,0.109494,-0.012851,0.041344,-0.026046,0.014758,-0.039164,0.008210,0.023578,-0.007112,-0.077253,-0.012951,0.066298,0.043408,0.172594,0.186520,-0.060170,-0.047532,0.077018,0.043056,-0.008982,0.070412,-0.031021,0.016744,0.087414,0.060498,0.015064,0.091324,0.036852,-0.006809,0.031172,-0.036600,-0.105714,-0.024411,0.056304,-0.031388,0.026449,-0.024807,0.105962,0.023983,0.086983,-0.034991,-0.007809
46,RET,Returns,0.016995,0.030321,0.015026,-0.024847,-0.034291,-0.109746,0.272601,0.026571,-0.028694,0.027729,-0.117267,-0.138298,-0.051745,-0.010314,-0.077268,-0.031972,-0.154959,0.080849,0.036576,-0.136996,0.024349,0.122232,0.011529,-0.031011,-0.010178,0.086753,-0.009956,-0.053080,-0.003277,-0.099348,-0.038913,-0.056356,-0.033451,-0.058134,-0.053607,-0.029126,0.069232,-0.033635,-0.023529,-0.131547,-0.084946,0.081214,-0.076919,0.077065,-0.058183,0.012327,-0.033917,0.005295,0.008361,-0.023505,-0.030218,-0.045641,-0.007263,0.029670,-0.118981,-0.061127,0.026984,-0.024321,-0.106120,-0.003117,0.016845,-0.128618,-0.022131,0.041775,0.078149,-0.038949,-0.049617,0.081420,0.014875,-0.032143,0.032220,0.029003,0.008978,-0.081147,-0.049614,-0.080872,0.043624,-0.001342,-0.022181,-0.034432,0.037489,0.046560,-0.005065,0.036342,-0.055013,-0.049407,0.062214,0.008534,-0.006772,0.009608,-0.023421,0.054840,0.012019,0.044600
